iter	Passed	Remaining
640	2217	1241
641	2218	1237
642	2220	1232
643	2222	1228
644	2229	1227
645	2232	1223
646	2242	1223
647	2247	1221
648	2250	1217
649	2253	1213
650	2256	1209
651	2259	1206
652	2263	1203
653	2267	1199
654	2269	1195
655	2274	1192
656	2281	1191
657	2284	1187
658	2287	1183
659	2290	1179
660	2300	1179
661	2306	1177
662	2311	1174
663	2315	1171
664	2320	1168
665	2324	1165
666	2327	1162
667	2329	1158
668	2332	1153
669	2337	1151
670	2340	1147
671	2343	1143
672	2346	1140
673	2354	1138
674	2357	1135
675	2365	1133
676	2370	1131
677	2372	1126
678	2374	1122
679	2378	1119
680	2386	1117
681	2388	1113
682	2390	1109
683	2392	1105
684	2400	1103
685	2407	1101
686	2412	1099
687	2414	1094
688	2420	1092
689	2426	1090
690	2429	1086
691	2431	1082
692	2438	1080
693	2440	1076
694	2443	1072
695	2445	1068
696	2452	1066
697	2456	1062
698	2458	1058
699	2460	1054
700	2466	1052
701	2471	1049
702	2473	1045
703	2477	1041
704	2479	1037
705	2486	1035
706	2489	1031
707	2492	1027
708	2495	1024
709	2501	1021
710	2504	1017
711	2505	1013
712	2508	1009
713	2510	1005
714	2514	1002
715	2518	999
716	2521	995
717	2523	991
718	2525	987
719	2530	983
720	2531	979
721	2534	975
722	2537	972
723	2539	967
724	2543	964
725	2545	960
726	2547	956
727	2550	952
728	2554	949
729	2559	946
730	2562	942
731	2564	938
732	2566	934
733	2567	930
734	2570	926
735	2573	923
736	2577	919
737	2579	915
738	2581	911
739	2584	907
740	2587	904
741	2592	901
742	2594	897
743	2596	893
744	2598	889
745	2601	885
746	2607	883
747	2610	879
748	2612	875
749	2615	871
750	2622	869
751	2625	865
752	2627	861
753	2630	858
754	2637	856
755	2640	852
756	2643	848
757	2646	844
758	2651	842
759	2653	838
760	2657	834
761	2659	830
762	2661	826
763	2666	823
764	2668	819
765	2672	816
766	2674	812
767	2676	808
768	2680	805
769	2683	801
770	2686	797
771	2687	793
772	2689	789
773	2691	785
774	2698	783
775	2700	779
776	2702	775
777	2705	771
778	2707	768
779	2713	765
780	2715	761
781	2717	757
782	2719	753
783	2721	749
784	2726	746
785	2732	744
786	2734	740
787	2739	737
788	2741	733
789	2743	729
790	2745	725
791	2746	721
792	2750	717
793	2752	714
794	2753	710
795	2755	706
796	2757	702
797	2759	698
798	2764	695
799	2766	691
800	2768	687
801	2769	683
802	2771	679
803	2773	676
804	2774	672
805	2779	669
806	2782	665
807	2784	661
808	2786	657
809	2789	654
810	2793	651
811	2797	647
812	2800	644
813	2802	640
814	2804	636
815	2808	633
816	2811	629
817	2813	625
818	2815	622
819	2817	618
820	2818	614
821	2823	611
822	2825	607
823	2827	603
824	2829	600
825	2831	596
826	2832	592
827	2834	588
828	2838	585
829	2840	581
830	2842	578
831	2844	574
832	2846	570
833	2847	566
834	2852	563
835	2854	559
836	2858	556
837	2860	552
838	2862	549
839	2863	545
840	2867	542
841	2871	538
842	2872	535
843	2874	531
844	2876	527
845	2877	523
846	2879	520
847	2884	517
848	2886	513
849	2888	509
850	2889	506
851	2891	502
852	2893	498
853	2894	494
854	2899	491
855	2900	488
856	2902	484
857	2904	480
858	2906	477
859	2907	473
860	2909	469
861	2914	466
862	2917	463
863	2918	459
864	2920	455
865	2921	452
866	2923	448
867	2925	444
868	2931	441
869	2932	438
870	2934	434
871	2936	431
872	2938	427
873	2939	423
874	2944	420
875	2947	417
876	2949	413
877	2951	410
878	2953	406
879	2954	402
880	2958	399
881	2962	396
882	2964	392
883	2966	389
884	2967	385
885	2969	382
886	2971	378
887	2976	375
888	2979	371
889	2985	368
890	2992	366
891	2994	362
892	2995	358
893	2997	355
894	2999	351
895	3001	348
896	3005	345
897	3007	341
898	3009	338
899	3011	334
900	3013	331
901	3014	327
902	3019	324
903	3022	320
904	3023	317
905	3025	313
906	3027	310
907	3029	306
908	3030	303
909	3034	300
910	3036	296
911	3038	293
912	3039	289
913	3041	286
914	3043	282
915	3044	279
916	3046	275
917	3050	272
918	3052	269
919	3054	265
920	3056	262
921	3058	258
922	3059	255
923	3064	252
924	3066	248
925	3068	245
926	3070	241
927	3071	238
928	3073	234
929	3074	231
930	3078	228
931	3079	224
932	3081	221
933	3083	217
934	3085	214
935	3086	211
936	3088	207
937	3090	204
938	3094	201
939	3096	197
940	3098	194
941	3099	190
942	3101	187
943	3103	184
944	3106	180
945	3111	177
946	3114	174
947	3118	171
948	3124	167
949	3126	164
950	3128	161
951	3130	157
952	3132	154
953	3134	151
954	3139	147
955	3141	144
956	3143	141
957	3145	137
958	3149	134
959	3153	131
960	3155	128
961	3158	124
962	3160	121
963	3167	118
964	3169	114
965	3171	111
966	3173	108
967	3175	104
968	3180	101
969	3183	98
970	3185	95
971	3187	91
972	3189	88
973	3191	85
974	3197	81
975	3200	78
976	3202	75
977	3204	72
978	3206	68
979	3212	65
980	3217	62
981	3219	59
982	3223	55
983	3227	52
984	3230	49
985	3232	45
986	3234	42
987	3239	39
988	3242	36
989	3244	32
990	3246	29
991	3251	26
992	3259	22
993	3261	19
994	3264	16
995	3266	13
996	3274	9
997	3276	6
998	3281	3
999	3291	0
